symbol,name,description,isin,assetclass,domicile,website,etfcompany,expenseratio,totalasset,avgvolume,inceptiondate,nav,navcurrency,holdingscount,returns_12m,volatility_12m,returns_24m,volatility_24m,returns_36m,volatility_36m,returns_5y,ten_year_return,ten_year_volatility,sharpe_12m,sharpe_24m,sharpe_36m,ten_year_sharpe,max_drawdown,dividends_12m,dividends_24m,dividends_36m,dividends_all_time,size_category,liquidity_category,etf_type
EEMX,SPDR MSCI Emerging Markets Fossil Fuel Reserves Free ETF,"Under normal market conditions, the fund generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index and in depositary receipts based on securities comprising the index. The index is designed to measure the performance of companies in the MSCI Emerging Markets Index that are ""fossil fuel reserves free,"" as determined by the screening methodology used by the index. The fund is non-diversified.",,Diversified Emerging Mkts,,,SPDR State Street Global Advisors,,81486992,7067,,36.45832,USD,,18.16985305581657,19.814881927922027,29.175284845865534,17.437569691874156,28.5177861117016,17.870028705522568,38.69816120246836,74.29975749737719,20.09244483752706,0.8160458949306642,1.5584330457775384,1.4839252106800769,3.5983554058260485,-17.64023992150163,0.0,0.0,0.0,0.0,Micro,Very Low,Equity
IVOO,Vanguard S&P Mid-Cap 400 Index Fund,"The fund employs an indexing investment approach designed to track the performance of the index. The index measures the performance of mid-size companies in the United States. The advisor attempts to replicate the target index by investing all, or substantially all, of its assets in the stocks that make up the index, holding each stock in approximately the same proportion as its weighting in the index.",,Mid-Cap Blend,,,Vanguard,,4205896960,153133,,103.69,USD,,7.206287359773444,22.22306777667896,23.558218206680493,19.021094180519384,38.149142911833,19.94415627089869,88.45654361614808,138.9598949484593,21.314475269937915,0.2342740170750394,1.1333847570535414,1.812518033895455,6.425675190870331,-24.08321067107157,0.0,0.0,0.0,0.0,Medium,Medium,Equity
NVD,GraniteShares 1.5x Short NVDA Daily ETF,The fund is an actively managed exchange traded fund that attempts to replicate 2x the inverse (-200%) daily percentage change of the underlying stock by entering into a swap agreement on the underlying stock. The fund advisor aims to generate the inverse daily performance of the underlying stock for a single day. It is non-diversified.,,Trading--Inverse Equity,,,Graniteshares,,111686848,5134569,,15.63,USD,,-73.89479638524222,114.8237546134919,-97.79169282266012,102.833016547384,-97.79169282266012,102.833016547384,-97.79169282266012,-97.79169282266012,102.833016547384,-0.660967729549618,-0.9704246376617528,-0.9704246376617528,-0.9704246376617528,-80.59748360083,0.0,0.0,0.0,0.0,Small,High,Equity
SPTS,SPDR Portfolio Short Term Treasury ETF,"The fund invests at least 80%, of its total assets in the securities comprising the index and in securities that the Adviser determines have economic characteristics that are substantially identical to the economic characteristics of the securities that comprise the index. The index is designed to measure the performance of short term (1-3 years) public obligations of the U.S. Treasury.",,Short Government,,,SPDR State Street Global Advisors,,5749153792,2018198,,29.07759,USD,,5.756761241401809,1.7119482181500767,10.31848698921085,1.8331250545411688,10.910907338835862,2.2192090254289245,6.698008017409385,16.827634852340665,1.8300072859791072,2.1944362578100334,4.537872071849985,4.015352874258241,8.102500446826062,-0.957432142602488,0.0,0.0,0.0,0.0,Medium,High,Equity
FXI,iShares China Large-Cap ETF,The fund generally will invest at least 80% of its assets in the component securities of its underlying index and in investments that have economic characteristics that are substantially identical to the component securities of its underlying index. The index designed to measure the performance of the largest companies in the Chinese equity market that trade on the Stock Exchange of Hong Kong and are available to international investors. The fund is non-diversified.,,China Region,,,iShares,,5969947648,45780654,,37.05596,USD,,47.73378418106522,35.03023764435282,42.59923461722994,31.20047970388282,18.44305638539989,32.16092150924138,4.36726441092794,6.2255305594639765,28.57294811042606,1.3055516392832094,1.3012375130943088,0.51127441670709,0.1478857044479113,-23.242539864891576,0.0,0.0,0.0,0.0,Medium,High,Equity
OAIM,OneAscent International Equity ETF,"The fund typically invests in medium-to-large companies based on standards of the applicable market. It will invest at least 80% of its total assets (plus borrowings for investment purposes) in equity securities of non-U.S. companies, including common stocks, depositary receipts evidencing ownership of common stocks, preferred stocks, securities convertible into common stocks, and securities that carry the right to buy common stocks (e.g., rights and warrants).",,Foreign Large Blend,,,OneAscent Investment ETF,,210577408,39351,,37.29,USD,,20.23238435050816,17.569960667639265,29.283441351438498,14.76618578548963,60.71747080006018,17.245295322898713,60.71747080006018,60.71744473975525,17.245289406964208,1.037702058382462,1.8476972826827949,3.404839969431764,3.40483962629489,-12.95953598285018,0.0,0.0,0.0,0.0,Small,Low,Equity
FXD,First Trust Consumer Discretionary AlphaDEX Fund,The fund will normally invest at least 90% of its net assets (including investment borrowings) in the securities that comprise the index. The index is a modified equal-dollar weighted index that seeks to objectively identify and select stocks from the Russell 1000® Index in the consumer discretionary sector that may generate positive alpha relative to traditional passive-style indices through the use of the AlphaDEX® selection methodology.,,Consumer Cyclical,,,First Trust,,313669152,378111,,62.43,USD,,5.870128743513892,24.274580326040347,16.915723253942772,21.33487681627072,36.55214441483925,22.44021078703338,74.42543030650026,86.87679003388482,23.58049442121513,0.1594313348174446,0.6991239453779045,1.539742417874457,3.5994491259488623,-26.02379744245272,0.0,0.0,0.0,0.0,Small,Medium,Equity
XAIX,Xtrackers Artificial Intelligence and Big Data ETF,"The index is designed to track the performance of a selection of companies from global developed and emerging markets engaged in the following themes (Artificial Intelligence) and its sub-themes (Deep learning, Image recognition, Natural language processing, Speech recognition & chatbots). The fund will invest at least 80% of its total assets (but typically far more) in component securities of the underlying index. The fund is non-diversified.",,Technology,,,Xtrackers,,42484064,23306,,36.459,USD,,34.54030734806426,25.284220543146585,34.54030734806426,25.28422064143423,34.54030734806426,25.28422064143423,34.54030734806426,34.54030734806426,25.284220543146585,1.2869808382083772,1.2869808332054815,1.2869808332054815,1.2869808382083772,-23.954442009108444,0.0,0.0,0.0,0.0,Micro,Low,Equity
TAN,Invesco Solar ETF,"The fund will generally invest at least 90% of its total assets in the securities that comprise the underlying index. Strictly in accordance with its guidelines and mandated procedures, MAC Indexing LLC, has contracted with S&P DJI Netherlands B.V. to calculate and administer the underlying index, which seeks to track the performance of companies in global solar energy businesses. The fund is non-diversified.",,Miscellaneous Sector,,,Invesco,,595021248,1035366,,33.78,USD,,-18.02276527395665,39.85940142385952,-50.12772264545682,39.591359593032735,-54.00903726183075,38.65576949187846,-4.122335322345306,-3.021211492891318,38.33533723654767,-0.502334820862894,-1.3166439137551171,-1.4489179234576663,-0.1309812787587598,-41.21643053681851,0.0,0.0,0.0,0.0,Small,High,Equity
BITI,ProShares Trust - ProShares Short Bitcoin Strategy ETF,"The fund invests in financial instruments that ProShare Advisors believes, in combination, should produce daily returns consistent with the daily target. It seeks to benefit from decreases in the price of bitcoin futures contracts for a single day. The index is designed to measure the performance of a single bitcoin traded in USD and seeks to provide a proxy for the bitcoin market. It is non-diversified.",,Trading--Miscellaneous,,,ProShares,,81766728,1298269,,19.4691,USD,,-51.770189582963866,52.99315196730728,-78.2858420273528,51.42637024222579,-89.82078030361416,54.81070042309796,-89.82844593511254,-89.82844513252878,54.77555492875469,-1.0146629816647998,-1.561180414818208,-1.6752345727171123,-1.6764493806035912,-57.83369991335074,0.0,0.0,0.0,0.0,Micro,High,Equity
ASIA,Matthews International Funds,"Under normal circumstances, the fund seeks to achieve its investment objective by investing at least 80% of its net assets, which include borrowings for investment purposes, in the common and preferred stocks of companies located in Asia excluding Japan, but including all other developed, emerging, and frontier countries and markets in the Asian region.",,Pacific/Asia ex-Japan Stk,,,Matthews Asia Funds,,34533832,13898,,28.549,USD,,9.40674916731552,21.99070333073912,16.695343817757504,20.481287261698323,16.695343817757504,20.481287261698323,16.695343817757504,16.695343817757504,20.481287261698323,0.3368127456370253,0.7175009866317824,0.7175009866317824,0.7175009866317824,-23.95104791776784,0.0,0.0,0.0,0.0,Micro,Low,Equity
TFPN,Blueprint Chesapeake Multi-Asset Trend ETF,"The fund is an actively-managed exchange-traded fund (“ETF”) that seeks to achieve its investment objective by investing pursuant to a trend following program called the Chesapeake Program. In addition, the fund invests in cash, short-term U.S. Treasury securities, money market funds, and cash equivalents. The fund is non-diversified.",,Systematic Trend,,,Blueprint Chesapeake,,113671512,17259,,22.5086,USD,,-8.491134449829119,14.282074962074264,-6.70351507517204,11.742352367949058,-6.70351507517204,11.742352367949058,-6.70351507517204,-6.70351507517204,11.742353068797373,-0.7345665442653182,-0.7412071110153724,-0.7412071110153724,-0.7412070667760492,-16.29437395272484,0.0,0.0,0.0,0.0,Small,Low,Equity
HHH,Howard Hughes Holdings Inc.,"Howard Hughes Holdings Inc., together with its subsidiaries, develops and operates master planned communities (MPCs) in the United States. It operates through three segments: Operating Assets, MPC, and Strategic Developments. The Operating Assets segment acquires or develops retail, office, and multifamily properties, as well as invests in other real estate properties. The MPC segment develops and sells land in large-scale and long-term community development projects in and around Las Vegas, Nevada; Houston, Texas; and Phoenix, Arizona to homebuilders and developers. The Strategic Developments segment develops residential condominium and commercial property projects, as well as various other properties. The company was founded in 2010 and is headquartered in The Woodlands, Texas.",,,,,,,,514241,,,USD,,8.297894795427908,32.503014359846645,-7.226129699137729,29.167244359906253,3.849917611334264,30.755575411831725,33.96363239559263,-50.34122761265965,36.7365907837511,0.1937634068552164,-0.316318181631862,0.0601490164486598,-1.4247709571300395,-27.03729121359452,0.0,0.0,0.0,0.0,Small,Medium,Equity
SMI,VanEck HIP Sustainable Muni ETF,"The fund normally invests at least 80% of its total assets in investments the income from which is exempt from U.S. federal income tax. The fund is an actively managed exchange-traded fund (“ETF”) that seeks to achieve its investment objective by investing, under normal circumstances, in investment grade municipal debt securities that fund issuers with operations or projects helping to promote progress towards sustainable development, in alignment with the goals and metrics defined by the United Nations Sustainable Development Goals (“SDGs”) 9, 11 and 12. The fund is non-diversified.",,Muni National Long,,,VanEck,,11168753,450,,44.54,USD,,-1.12274349507534,4.736448341306692,2.122799792629837,4.64937248655432,4.984719396248427,4.519058098337315,-4.488905860765058,-4.488905860765058,4.327543172354176,-0.6593006552698594,0.0264121218476183,0.6604737826554137,-1.4994433567337713,-5.314540531403456,0.0,0.0,0.0,0.0,Micro,Very Low,Equity
IBHH,iShares iBonds 2028 Term High Yield and Income ETF,"The index is composed of U.S. dollar denominated, taxable, fixed-rate, high yield and BBB or equivalently rated corporate bonds scheduled to mature between January 1, 2028 and December 15, 2028, inclusive. The fund will invest in non-U.S. issuers to the extent necessary for it to track the index. It is non-diversified.",,Target Maturity,,,iShares,,229600192,57333,,23.3749,USD,,9.42331199703279,5.641918593348641,21.463444640096903,5.687025713003117,28.40444001004461,7.468015441673098,18.257004535806544,18.25702705479293,8.029271373173746,1.3157424862145772,3.422429512775836,3.5356702481762787,2.0247200896844246,-4.663720455946219,0.0,0.0,0.0,0.0,Small,Low,Equity
GENM,Spinnaker ETF Series,"Under normal market conditions, the fund invests at least 80% of its net assets in a diversified portfolio of municipal obligations, the interest on which is exempt from regular federal income tax. The fund normally invests in municipal obligations rated A or higher by S&P Global Ratings, Fitch Ratings or Moody’s Investors Service, Inc. or, if unrated, determined by the Subadvisor to be of comparable quality at the time of purchase.",,Muni National Interm,,,Genter funds,,5534089,8248,,10.07157,USD,,3.098959510251653,3.4093303629824363,4.327540586116596,3.3936121140427185,4.327530369566213,3.393607567960139,4.327540586116596,4.327540586116596,3.3936001426512346,0.3223388153239271,0.6858593462951368,0.6858572545455708,0.6858617657583594,-2.4199089680526087,0.0,0.0,0.0,0.0,Micro,Very Low,Equity
USOY,Defiance Oil Enhanced Options Income ETF,"The fund is an actively managed ETF that seeks current income while maintaining the opportunity for indirect exposure to the share price of United States Oil Fund, LP, subject to a limit on potential gains related to increases in the price of USO’s shares. The fund is non-diversified.",,Equity Hedged,,,Defiance ETFs,,35048552,92261,,9.7488,USD,,-3.500746197388227,22.501135500378904,-0.639653383916905,21.93397628484368,-0.6396432383022566,21.93398764316732,-0.6396635295294884,-0.639653383916905,21.93398062046777,-0.2444652714213288,-0.1203454106832831,-0.1203448858112462,-0.1203453868949671,-17.458666476590945,0.0,0.0,0.0,0.0,Micro,Low,Equity
FUTY,Fidelity MSCI Utilities Index ETF,"The fund invests at least 80% of assets in securities included in the fund's underlying index. The fund's underlying index is the MSCI USA IMI Utilities 25/50 Index, which represents the performance of the utilities sector in the U.S. equity market. It may or may not hold all of the securities in the MSCI USA IMI Utilities 25/50 Index. The fund is non-diversified.",,Utilities,,,Fidelity Investments,,1827544320,201198,,52.01528,USD,,21.19028091764428,16.944770952746744,31.28366101226284,17.002443775778406,27.729452354649588,18.10149959817293,66.31389769697857,163.56152551305377,19.1889807616783,1.1325193460070664,1.722320708625438,1.4213989407400578,8.419494892386526,-10.11536108200497,0.0,0.0,0.0,0.0,Medium,Medium,Equity
IWLG,IQ Winslow Large Cap Growth ETF,"Under normal circumstances, the fund invests at least 80% of its net assets in large capitalization companies, which are companies having a market capitalization in excess of? $4 billion at the time of purchase. Typically, the Subadvisor invests substantially all of the fund’s investable assets in domestic securities. However, the fund is permitted to invest up to 20% of its net assets in depositary receipts issued by a trust (including ADRs) of foreign securities and in common stocks listed on a foreign exchange that trade on such exchange contemporaneously with the Shares. It is non-diversified.",,Large Growth,,,New York Life Investment Management LLC,,117036536,4753,,49.299,USD,,15.390764149101766,25.893137731150624,64.1476127751182,21.609205926603035,98.28292494097388,22.10354246404756,103.1320284025965,103.1320284025965,22.162189031176755,0.5171549422916044,2.875978552206236,4.355995202922001,4.5632689198855125,-23.188026417507213,0.0,0.0,0.0,0.0,Small,Very Low,Equity
ITDC,iShares Trust,The fund is actively managed and allocates and reallocates its assets among a combination of underlying funds in proportions based on its own investment strategy.,,Target-Date 2035,,,iShares,,34208512,15417,,31.42582,USD,,11.907533505987388,12.045666179274964,34.95035154151309,10.776184398854042,34.95035154151309,10.776184398854042,34.95035154151309,34.95035154151309,10.776182279283702,0.8224977646345274,3.0577011604420106,3.0577011604420106,3.0577017618621163,-10.39380039036002,0.0,0.0,0.0,0.0,Micro,Low,Equity
VOX,Vanguard Communication Services Index Fund,"The fund employs an indexing investment approach designed to track the performance of the index, an index made up of stocks of large, mid-size and small U.S. companies within the communication services sector, as classified under the GICS. The Advisor attempts to replicate the target index by seeking to invest all of its assets in the stocks that make up the index, in order to hold each stock in approximately the same proportion as its weighting in the index. It is non-diversified.",,Communications,,,Vanguard,,4936823296,273330,,164.07,USD,,21.49148029377725,21.37143907849613,62.9538426976016,19.054174103251288,76.96815034049311,21.531834729971514,91.24472812334234,132.58947593741698,20.994324334996925,0.9120340573316612,3.198975844731093,3.481735359789857,6.220227612647107,-21.147082081619303,0.0,0.0,0.0,0.0,Medium,Medium,Equity
AVSD,Avantis Responsible International Equity ETF,"The fund invests primarily in a diverse group of non-U.S. companies across countries, market sectors and industry groups. It may invest in companies of all market capitalizations. Under normal market conditions, the fund will invest at least 80% of its assets in equity securities. The fund may invest in securities that are denominated in foreign currencies and may also invest in foreign securities that are represented in the U.S. and other securities markets by American Depositary Receipts (ADRs), Global Depositary Receipts (GDRs), and other similar depositary arrangements.",,Foreign Large Blend,,,Avantis Investors,,182665312,7635,,67.207,USD,,23.98235079642388,17.464973232894092,40.56077795136,15.169227955967012,57.08526457962078,16.442875700438744,38.265087757838366,38.265087757838366,16.998035168294553,1.2586535635234537,2.542039585883579,3.350099190870301,2.133487041224713,-13.301233029371772,0.0,0.0,0.0,0.0,Small,Very Low,Equity
RULE,Adaptive Core ETF,"The fund invests in individual equity securities without regard to market capitalization and ETFs that invest in equity securities of any market capitalization including convertible equity securities and fixed income ETFs. The fund’s portfolio may hold securities from issuers of any market capitalization, credit quality, maturity, or country. Fixed income securities may include securities with credit quality below investment grade (commonly referred to as “junk bond” credit quality).",,Moderate Allocation,,,Mohrfunds,,13038978,2645,,21.86,USD,,2.6703496410768413,16.99750390276679,14.897956957472136,14.811494790111368,11.969121878766998,12.214579594496858,-11.006314249817285,-11.006321023792264,12.743474259332046,0.0394381224979583,0.8708072439848021,0.816165779725933,-1.020625989358258,-20.20987317484896,0.0,0.0,0.0,0.0,Micro,Very Low,Equity
CVLC,Calvert US Large-Cap Core Responsible Index ETF,"Under normal circumstances, the fund invests at least 80% of its net assets (plus any borrowings for investment purposes) in securities included in the underlying index. The index is composed of common stocks of large companies that operate their businesses in a manner consistent with the Calvert Principles for Responsible Investment.",,Large Blend,,,Calvert ETFs,,456575296,24798,,74.23,USD,,12.44601011916846,20.863950533779047,41.73907281388192,16.89184361995775,50.83195174855575,16.562409554758535,50.83196322203926,50.831974695524536,16.562418765486257,0.5006726843152841,2.35255983348852,2.9483603570548023,2.948360102890496,-19.922219031592046,0.0,0.0,0.0,0.0,Small,Low,Equity
FIAX,Nicholas Fixed Income Alternative ETF,"Under normal circumstances, the fund will invest at least 80% of its net assets, plus borrowings for investment purposes, in U.S. Treasury fixed income securities. The fund typically writes index put options and call options with weekly, monthly, and quarterly expirations. The fund will generally have up to ten credit spreads at any given time, with up to 20% exposure to a single ETF or index credit spread (measured at the time of purchase). It is non-diversified.",,Nontraditional Bond,,,Nicholas Wealth Management,,158110768,15769,,18.2157,USD,,2.487367201266455,5.132912875144134,5.844711204437658,4.263009915460313,7.407150040938792,4.000205004696917,7.407150040938792,7.407150040938792,4.000190293743247,0.0949494396498536,0.9018771433053334,1.3517182330880253,1.3517232041176117,-6.264844921196467,0.0,0.0,0.0,0.0,Small,Low,Equity
SMHX,VanEck Fabless Semiconductor ETF,The fund normally invests at least 80% of its total assets in securities that comprise the fund’s benchmark index. The Fabless Index is composed of U.S.-listed common stocks of companies that derive at least 50% of their revenues from the semiconductor industry and operate as fabless semiconductor companies. The fund is non-diversified.,,Technology,,,VanEck,,46223656,46030,,28.96,USD,,25.72630683339025,46.57325161711752,25.72630683339025,46.57325161711752,25.72630683339025,46.57325161711752,25.72630683339025,25.72630683339025,46.57325161711752,0.5094406340456137,0.5094406340456137,0.5094406340456137,0.5094406340456137,-38.52895486490898,0.0,0.0,0.0,0.0,Micro,Low,Equity
GINN,Goldman Sachs Innovate Equity ETF,"The fund seeks to achieve its investment objective by investing at least 80% of its assets in securities included in its index, in depositary receipts representing securities included in its index and in underlying stocks in respect of depositary receipts included in its index. The index is designed to deliver exposure to companies that may benefit from technological innovation and the resulting changes in the economy across five key themes that are potential drivers of changes in the economy.",,Technology,,,Goldman Sachs,,211761200,13148,,65.24,USD,,17.82898211968924,22.178277567902217,40.022601494989686,18.929833576653127,54.13408846047365,20.90979176468406,36.0284331727035,36.0284438320436,21.919460324467657,0.7137155746755522,2.008607278084282,2.493285875210216,1.5524307317940331,-22.254920978272697,0.0,0.0,0.0,0.0,Small,Low,Commodity
XT,iShares Exponential Technologies ETF,The fund generally will invest at least 80% of its assets in the component securities of the underlying index and in investments that have economic characteristics that are substantially identical to the component securities of the underlying index. The underlying index is a subset of the Morningstar Global Markets Index (the “Parent index”).,,Miscellaneous Sector,,,iShares,,3211629568,162311,,63.53212,USD,,11.26651036240267,22.402615192498075,20.104387240421097,19.987985856994165,32.39707244039218,21.22118508854018,52.50440014493329,183.2148031020996,20.23399143864621,0.4136352065497125,0.9057634606083153,1.432392786433362,8.955959265455936,-22.093746944428748,0.0,0.0,0.0,0.0,Medium,Medium,Equity
VCRB,Vanguard Core Bond ETF,"The fund invests in fixed income securities of various maturities, yields, and qualities. Under normal circumstances, the fund will invest at least 80% of its assets in bonds, which include fixed income securities such as corporate bonds; U.S. Treasury obligations and other U.S. government and agency securities; and asset-backed, mortgage-backed, and mortgage-related securities.",,Intermediate Core Bond,,,Vanguard,,2952224256,287316,,76.12,USD,,5.994639372201127,5.246198966435384,6.944111350704652,5.329499522161255,6.944088832589923,5.3294871575559215,6.944111350704652,6.944111350704652,5.329504756148339,0.7614349737321058,0.927687736934008,0.9276856640099794,0.9276868258726888,-4.59023609031961,0.0,0.0,0.0,0.0,Medium,Medium,Equity
SQQQ,ProShares UltraPro Short QQQ,"The fund invests in financial instruments that ProShare Advisors believes, in combination, should produce daily returns consistent with the Daily Target. The index includes 100 of the largest domestic and international non-financial companies listed on The Nasdaq Stock Market based on market capitalization. The fund is non-diversified.",,Trading--Inverse Equity,,,ProShares,,3045803776,117343564,,22.2472,USD,,,76.24159888605024,-76.79270811080254,63.06775780254335,-91.05066014090364,67.57006011598025,-97.68762411175804,-99.95218956218476,67.0468180460225,,-1.2493342217348504,-1.3770989692947937,-1.5206119027483511,-61.50988888158231,0.0,0.0,0.0,0.0,Medium,High,Equity
CPST,Calamos ETF Trust - Calamos S&P 500 Structured Alt Protection ETF-Sep,"Under normal market conditions, the fund will invest substantially all of its assets in FLexible EXchange Options (""FLEX Options"") that reference the price performance of the SPDR®? S&P 500®? ETF Trust (the ""Underlying ETF""). The fund is non-diversified.",,Defined Outcome,,,Calamos,,25042372,2127,,25.84,USD,,5.257377239188754,4.422279575522277,5.257377239188754,4.422279575522277,5.257377239188754,4.422279575522277,5.257377239188754,5.257377239188754,4.422279575522277,0.7365832900340893,0.7365832900340893,0.7365832900340893,0.7365832900340893,-3.787046751764367,0.0,0.0,0.0,0.0,Micro,Very Low,Equity
DFAC,Dimensional U.S. Core Equity 2 ETF,"The fund is designed to purchase a broad and diverse group of equity securities of U.S. companies. As a non-fundamental policy, under normal circumstances, the fund will invest at least 80% of its net assets in equity securities of U.S. companies. The fund may purchase or sell futures contracts and options on futures contracts for U.S. equity securities and indices, to increase or decrease equity market exposure based on actual or expected cash inflows to or outflows from the Portfolio.",,Large Blend,,,Dimensional Fund Advisors,,32952829952,2880319,,34.9599,USD,,11.456719453080378,19.96098280999497,36.32455449356984,16.322974457864987,53.89789553998041,17.474301228976753,40.486750737108366,40.48676132328368,18.07965331550889,0.4737602122649572,2.102836991025925,2.9699554139493,2.1287333695867603,-20.019369557730705,0.0,0.0,0.0,0.0,Large,High,Equity
MAYT,AIM ETF Products Trust - AllianzIM U.S. Large Cap Buffer10 May ETF,"Under normal market conditions, the fund invests at least 80% of its net assets in instruments with economic characteristics similar to U.S. large cap equity securities. Specifically, the adviser intends to invest substantially all of the fund's assets in FLexible EXchange Options (“FLEX Options”) that reference the Underlying ETF. The fund is non-diversified.",,Defined Outcome,,,AllianzIM,,17773920,4727,,34.1858,USD,,10.598114494797684,13.416104791571923,33.337551357684525,10.585310284762556,38.534732786864765,10.445024515548733,38.534732786864765,38.534732786864765,10.445024515548733,0.6408800936169692,2.960475462187878,3.497812066642661,3.497812066642661,-11.988826071333891,0.0,0.0,0.0,0.0,Micro,Very Low,Equity
USXF,iShares ESG Advanced MSCI USA ETF,"The underlying index is a free float-adjusted market capitalization-weighted index designed to reflect the equity performance of large- and mid-capitalization U.S. companies with favorable environmental, social and governance (“ESG”) ratings while applying extensive screens, including removing fossil fuel exposure. The fund generally will invest at least 90% of its assets in the component securities of the underlying index. It is non-diversified.",,Large Growth,,,iShares,,1159781888,173103,,51.97528,USD,,15.484938513155267,23.663543309098912,53.52411304756879,19.312460113419867,79.49133782387175,19.86138954902664,127.37108919412564,121.91059530715766,19.66825110640487,0.5698613405867307,2.6679207488312504,3.901607066947108,6.096657738323738,-20.93166319250432,0.0,0.0,0.0,0.0,Medium,Medium,Equity
IBGA,iShares iBonds Dec 2044 Term Treasury ETF,"The fund seeks to meet its investment objective generally by investing in individual securities which satisfy the criteria of the index. The underlying index consists of publicly-issued U.S. Treasury securities that are scheduled to mature between January 1, 2044 and December 15, 2044, inclusive.",,Target Maturity,,,iShares,,65616608,12714,,24.07071,USD,,1.056891537964555,11.314580211785785,0.7116736998901363,11.251848292007672,0.7116658710467627,11.251857488656547,0.7116815287347089,0.7116736998901363,11.251862851763688,-0.0833533762969889,-0.1144990819885989,-0.1144996841856608,-0.1144989338283592,-11.691920904714705,0.0,0.0,0.0,0.0,Micro,Low,Equity
BTAL,AGFiQ U.S. Market Neutral Anti-Beta Fund,"The fund will invest primarily in long positions in low beta U.S. equities and short positions in high beta U.S. equities on a dollar neutral basis, within sectors. It will construct a dollar neutral portfolio of long and short positions of U.S. equities by investing primarily in the constituent securities of the Dow Jones U.S. Thematic Market Neutral Low Beta Index in approximately the same weight as they appear in the index. The universe for the index is comprised of the top 1,000 eligible securities by market capitalization, including REITs.",,Equity Market Neutral,,,AGF Investments LLC,,321296256,1001350,,18.5056,USD,,-6.339930500842961,20.321912146321207,2.9660195110900567,18.442423175164844,-5.543541971150789,18.570147791162643,-18.69718707364821,5.382163607401491,16.45526421412734,-0.4103910321427457,0.0523802919993143,-0.4062187364357266,0.2055368764299635,-17.42777227713972,0.0,0.0,0.0,0.0,Small,High,Equity
LVHD,Franklin U.S. Low Volatility High Dividend Index ETF,"The index is composed of stocks of U.S. companies across a wide range of market capitalizations, including the largest 3,000 U.S. stocks as determined by the Solactive US Broad Market Index. The fund will invest at least 80% of its net assets, plus borrowings for investment purposes, if any, in securities that compose the index.",,Large Value,,,Franklin Templeton Investments,,565620160,97596,,39.83,USD,,14.727549058901236,13.11525687472766,17.149705655709745,12.627793602087555,16.86604027971612,13.60280091778426,65.25748166174967,113.70997064501084,15.842642339911178,0.9704384123368932,1.1997112190054549,1.0928661214382918,7.051220891579955,-8.898107946251454,0.0,0.0,0.0,0.0,Small,Low,Equity
IVOG,Vanguard S&P Mid-Cap 400 Growth Index Fund,"The fund employs an indexing investment approach designed to track the performance of the index, which represents the growth companies, as determined by the index sponsor, of the S&P MidCap 400 Index. The advisor attempts to replicate the target index by investing all, or substantially all, of its assets in the stocks that make up the index, holding each stock in approximately the same proportion as its weighting in the index.",,Mid-Cap Growth,,,Vanguard,,1232731904,28887,,111.69,USD,,3.4126363082785938,23.26755465102049,25.1090023518598,19.534962214155183,41.19096734447472,20.57861355491484,71.23367308190032,137.09353726219007,20.58536857101761,0.0607127104444831,1.1829560814361255,1.904451300370264,6.5625998774872505,-25.60770602612116,0.0,0.0,0.0,0.0,Medium,Low,Equity
AGOX,Adaptive Alpha Opportunities ETF,"The fund's portfolio manager seeks to achieve its investment objective of capital appreciation by investing in ETFs that are registered under the Investment Company Act of 1940, as amended and not affiliated with the fund that invest in equity securities of any market capitalization of issuers from a number of countries throughout the world, including emerging market countries. The fixed income securities in which the fund will invest will be investment grade and may be of any duration or maturity.",,Tactical Allocation,,,Adaptive ETF,,317053632,46188,,28.35796,USD,,6.645995093665436,25.95843408732048,30.67309387192192,20.748399413974823,44.1974866394655,20.27761493971645,27.15148978891764,27.15148978891764,19.92460350394774,0.178978249536816,1.3819424476959663,2.0809886549732246,1.2623332646962977,-21.149266731131288,0.0,0.0,0.0,0.0,Small,Low,Equity
QLTI,GMO International Quality ETF,"The fund is an actively managed exchange-traded fund (“ETF”) that seeks to achieve its investment objective by investing primarily in non-U.S. equities that the fund’s adviser, Grantham, Mayo, Van Otterloo & Co. LLC (“GMO” or the “Adviser”), believes to be of high quality. It may invest in the GMO U.S. Treasury Fund, a mutual fund advised by GMO, or in money market funds unaffiliated with GMO, and directly in the types of investments typically held by money market funds. It is non-diversified.",,Foreign Large Value,,,GMO,,44573408,25404,,25.7368,USD,,1.9017243495336176,18.47527122402525,1.9017243495336176,18.47527122402525,1.9017243495336176,18.47527122402525,1.9017243495336176,1.9017243495336176,18.47527122402525,-0.0053193075909264,-0.0053193075909264,-0.0053193075909264,-0.0053193075909264,-14.815992563227432,0.0,0.0,0.0,0.0,Micro,Low,Equity
IGBH,iShares Interest Rate Hedged Long-Term Corporate Bond ETF,"The fund seeks to achieve its investment objective by investing, under normal circumstances, at least 80% of its net assets, plus the amount of any borrowings for investment purposes, in component securities and instruments in the fund’s underlying index and/or bonds included in the underlying index of the underlying fund.",,Ultrashort Bond,,,iShares,,98047504,35682,,24.02929,USD,,5.382282506388614,6.313162243601868,16.817276964937868,5.323858117966933,25.699553169609125,6.079811716496967,37.23541682693554,50.42961790290805,9.565380760247184,0.535750924161092,2.783184043716828,3.898073538248353,5.0630099435431735,-6.9269041169195855,0.0,0.0,0.0,0.0,Micro,Low,Equity
